age,annual_income,total_debt,monthly_expenses,num_credit_lines,num_late_payments,credit_history_years,num_bankruptcies,loan_amount_requested,employment_years,savings_balance,debt_to_income_ratio,expense_to_income_ratio,creditworthy
36,79823.32,17554.38,1054.42,0,2,17,0,18715.32,5,18579.8,0.2199,0.1585,1
61,56588.81,22241.44,2250.1,13,1,22,0,13217.12,25,18437.55,0.393,0.4771,1
56,19554.15,16317.29,2148.53,14,1,29,0,23199.04,23,0.0,0.8344,1.3184,0
53,71184.98,21400.15,1303.19,13,0,18,0,31273.6,32,3940.5,0.3006,0.2197,1
24,41112.42,4017.52,3560.0,13,2,6,0,12853.39,7,24211.21,0.0977,1.0391,1
53,32458.45,24508.18,1854.53,9,2,2,0,4780.34,33,8833.97,0.755,0.6856,0
34,75907.33,18530.98,1889.08,1,3,27,0,43604.19,33,0.0,0.2441,0.2986,0
41,53022.29,15751.91,1177.86,10,3,27,0,36104.52,23,17772.29,0.2971,0.2666,1
40,85692.61,35956.7,1869.33,14,1,17,0,25093.42,1,7520.09,0.4196,0.2618,0
28,40276.48,11815.38,3867.8,5,2,19,0,4045.52,7,6523.13,0.2933,1.1523,1
27,48229.28,29493.86,1797.83,13,1,19,0,32998.5,24,17863.14,0.6115,0.4473,1
23,88757.4,30687.34,2414.96,0,1,18,0,17458.31,29,13634.09,0.3457,0.3265,1
37,66996.07,25266.53,2760.44,4,4,8,0,1000.0,31,8937.39,0.3771,0.4944,1
53,23066.8,3418.8,1854.88,14,1,15,0,12105.63,29,12978.52,0.1482,0.9649,0
32,66444.02,19308.94,1672.33,4,0,5,0,26876.27,6,8426.19,0.2906,0.302,1
42,97030.96,38501.69,2377.81,14,1,20,0,16757.72,23,18225.15,0.3968,0.2941,1
42,48035.56,0.0,1806.99,14,1,28,0,27640.9,8,0.0,0.0,0.4514,0
50,74951.44,12748.1,1734.52,3,3,11,0,26997.77,15,8267.35,0.1701,0.2777,1
58,38765.33,28947.7,2751.91,10,0,27,0,3600.23,1,6278.38,0.7467,0.8518,1
58,56580.42,13616.15,1944.46,4,0,5,0,30260.81,34,12750.6,0.2406,0.4124,1
28,87245.89,24718.65,2970.59,11,2,12,0,31628.81,33,0.0,0.2833,0.4086,1
47,65480.79,31910.29,1926.46,0,3,26,0,19542.36,21,23498.61,0.4873,0.353,1
47,92231.75,17784.08,946.24,10,2,23,1,20222.68,18,3323.82,0.1928,0.1231,0
54,70632.56,21107.89,300.0,10,0,4,0,20151.08,20,19529.0,0.2988,0.051,1
41,115468.49,16102.45,529.48,5,1,28,0,42690.95,11,15446.62,0.1395,0.055,1
50,20877.17,18573.67,667.23,6,1,12,0,25738.73,10,11932.62,0.8896,0.3835,0
53,54570.17,40231.23,2213.23,7,0,19,0,21874.49,18,12217.84,0.7372,0.4867,1
48,32886.66,14232.62,1222.93,14,0,6,0,27052.44,5,0.0,0.4328,0.4462,0
53,34593.77,10762.15,420.69,1,0,11,0,26733.83,13,5462.5,0.3111,0.1459,0
25,34820.41,27501.05,1895.28,14,1,29,0,18517.18,32,39258.17,0.7898,0.6531,1
39,64193.15,4884.93,1134.54,14,1,20,0,1000.0,12,11917.7,0.0761,0.2121,1
24,65657.52,7623.34,2370.48,6,0,3,0,21630.73,25,13696.77,0.1161,0.4332,1
55,70686.4,7699.86,2350.61,5,1,29,0,28861.65,13,0.0,0.1089,0.399,1
37,31923.49,11929.51,2435.27,8,0,4,0,24360.02,23,7809.87,0.3737,0.9154,1
64,51894.38,12453.61,300.0,14,0,15,0,12525.53,0,6789.86,0.24,0.0694,0
48,35892.63,23389.2,2036.33,7,3,26,0,17068.43,29,3335.13,0.6516,0.6808,1
50,83397.04,10891.66,1902.88,13,2,3,1,34894.07,9,15170.38,0.1306,0.2738,0
49,38243.31,23873.56,1022.68,10,0,7,0,1000.0,9,6157.52,0.6242,0.3209,1
26,54657.2,25370.17,300.0,13,2,15,0,8843.79,27,3477.8,0.4642,0.0659,1
55,74007.66,7157.87,1913.05,14,0,7,0,21976.93,3,0.0,0.0967,0.3102,0
61,44609.28,25112.47,2851.29,3,3,16,0,35594.59,13,47.57,0.5629,0.767,0
57,77346.96,26201.02,300.0,13,1,13,0,47221.78,11,1150.32,0.3387,0.0465,0
44,99901.99,0.0,1333.98,12,1,11,0,33342.6,9,6918.24,0.0,0.1602,1
49,64742.79,18521.77,2105.23,8,1,2,0,11108.47,26,5546.45,0.2861,0.3902,0
51,82540.27,8923.1,2899.94,0,2,26,0,1000.0,11,4358.91,0.1081,0.4216,1
55,12000.0,30636.78,1750.1,10,0,19,0,48019.38,21,0.0,2.5529,1.75,0
53,49273.7,8800.73,3544.8,5,0,1,0,7375.88,3,949.38,0.1786,0.8633,0
41,64622.52,0.0,563.75,7,1,29,0,22189.25,28,11150.2,0.0,0.1047,1
52,33675.87,14642.2,386.45,10,1,12,0,18246.36,13,23131.74,0.4348,0.1377,1
43,65191.23,4236.33,2814.17,10,0,20,0,18963.59,11,24405.8,0.065,0.518,1
53,86498.51,25195.02,300.0,3,1,10,0,2508.06,19,27997.71,0.2913,0.0416,1
23,13010.98,5296.65,2369.23,1,1,23,0,46941.28,22,12369.79,0.4071,2.185,0
38,30273.18,14789.92,1764.37,10,2,11,0,6877.06,21,9500.75,0.4885,0.6994,0
45,64620.33,33549.73,1279.2,1,0,17,0,22379.85,33,15707.34,0.5192,0.2375,1
62,71510.49,28182.34,1658.67,9,1,29,0,13322.87,20,6776.67,0.3941,0.2783,1
51,78452.01,20734.07,968.74,0,0,8,0,29205.33,8,17224.81,0.2643,0.1482,1
23,62772.24,13469.07,1745.33,4,2,28,0,16861.66,9,8552.87,0.2146,0.3336,1
60,71537.81,19594.76,2013.94,12,1,6,0,15302.72,9,12491.66,0.2739,0.3378,0
44,82587.02,23267.81,1667.02,5,0,5,0,36307.71,29,3437.32,0.2817,0.2422,0
52,49638.55,3160.77,1532.05,3,1,23,0,15148.49,32,18680.89,0.0637,0.3704,1
42,44785.35,25216.05,2203.31,3,0,13,0,41164.27,1,1134.44,0.563,0.5904,0
43,55787.33,1779.67,3327.66,4,2,17,0,1498.5,31,4274.84,0.0319,0.7158,1
22,64987.2,21869.42,1787.04,13,1,13,0,16259.23,16,6974.88,0.3365,0.33,0
47,43543.16,1717.32,2655.99,14,1,4,0,7104.44,27,2471.63,0.0394,0.7319,0
62,50156.07,38553.55,1227.06,4,1,19,0,20462.06,16,15098.06,0.7687,0.2936,1
22,69942.54,24160.1,932.73,13,2,23,0,1000.0,13,11169.12,0.3454,0.16,1
46,63943.77,0.0,2362.65,13,0,12,0,29293.04,9,1214.98,0.0,0.4434,0
37,55366.57,14988.88,1813.17,13,1,0,1,30787.34,33,5307.83,0.2707,0.393,0
60,16473.27,8742.94,2903.6,13,0,11,0,42593.02,13,11260.72,0.5307,2.115,0
53,59912.3,7323.28,3060.34,8,0,18,0,32711.16,16,11874.01,0.1222,0.613,1
29,35749.9,16765.24,2671.27,7,1,9,0,32541.31,21,1405.97,0.4689,0.8966,0
63,84577.07,3864.08,2653.89,8,1,23,0,30210.84,17,10147.29,0.0457,0.3765,1
59,52281.97,24137.59,300.0,12,0,4,0,16729.2,34,15608.93,0.4617,0.0689,1
49,35094.2,23455.85,2355.62,13,1,19,1,44283.27,17,7270.14,0.6683,0.8054,0
62,58461.42,19217.1,2690.3,2,0,5,0,28314.88,29,768.48,0.3287,0.5522,1
46,91767.49,14765.95,982.57,13,0,11,0,57107.16,5,21990.0,0.1609,0.1285,1
55,75770.4,22917.82,2007.02,2,2,20,0,46306.45,14,15658.45,0.3025,0.3179,1
45,65497.93,24496.63,1165.82,0,3,2,0,25199.19,34,6261.76,0.374,0.2136,1
44,26847.62,20459.01,2822.01,13,0,28,0,25933.94,25,10858.44,0.762,1.2613,1
33,100540.0,0.0,1235.2,9,0,26,0,32480.03,26,6800.41,0.0,0.1474,1
27,44459.32,5539.37,1365.71,12,0,13,0,43757.04,29,1092.53,0.1246,0.3686,1
56,83344.6,11783.27,1628.76,5,0,20,1,1000.0,10,16146.35,0.1414,0.2345,1
40,51865.93,0.0,3799.53,3,0,3,0,39686.18,23,24993.7,0.0,0.8791,1
21,80937.7,17688.04,2803.74,10,2,16,0,25598.35,13,18151.91,0.2185,0.4157,0
28,92671.85,31932.06,3290.08,14,0,16,0,36204.63,22,12213.52,0.3446,0.426,1
36,76203.43,30020.28,549.5,14,0,13,0,9210.8,8,7149.31,0.3939,0.0865,1
34,78896.37,23875.51,984.56,13,0,14,0,8534.17,17,0.0,0.3026,0.1497,1
32,57539.03,23732.54,3070.86,7,0,6,0,25090.32,18,24127.14,0.4125,0.6404,1
43,49150.85,41583.55,591.87,1,1,3,0,34642.51,4,4001.93,0.846,0.1445,0
35,63457.47,25126.37,1462.65,10,0,16,0,1527.3,17,17501.68,0.3959,0.2766,1
48,51502.14,26107.63,3644.27,1,0,5,0,14019.77,32,18472.43,0.5069,0.8491,1
54,121680.09,0.0,1229.23,6,3,10,0,2034.33,12,18218.11,0.0,0.1212,1
22,35191.04,30993.83,543.2,12,0,11,0,26272.31,8,0.0,0.8807,0.1852,0
52,85052.13,19781.97,2037.98,14,0,14,0,49903.65,25,18846.96,0.2326,0.2875,1
43,72929.92,14042.59,576.21,4,2,26,0,14974.3,0,5725.51,0.1925,0.0948,1
42,65746.81,11068.34,2989.8,12,1,11,0,31765.4,11,9194.88,0.1683,0.5457,0
45,96997.15,8416.85,1284.11,0,0,10,0,21823.36,23,8922.6,0.0868,0.1589,1
42,67459.44,30081.32,1123.81,6,1,26,0,25533.82,0,4455.84,0.4459,0.1999,1
42,44127.33,14659.69,2023.51,6,0,16,0,11056.5,3,7313.27,0.3322,0.5503,0
62,67293.26,8859.86,1676.45,9,2,7,0,29821.03,6,11267.61,0.1317,0.2989,0
26,55420.54,5741.44,2201.88,5,1,11,0,16981.81,27,1537.64,0.1036,0.4768,0
35,72582.12,17047.19,2417.2,3,2,28,0,46875.5,4,0.0,0.2349,0.3996,1
63,80326.84,10684.68,1826.17,11,0,8,0,12336.6,31,18043.04,0.133,0.2728,1
57,38522.8,7946.93,1070.84,12,3,10,0,34681.53,30,12599.97,0.2063,0.3336,1
53,89883.4,0.0,2584.41,7,0,2,1,49604.04,14,0.0,0.0,0.345,0
28,53627.5,26512.29,1445.27,11,2,6,0,37830.22,2,13657.16,0.4944,0.3234,0
64,71090.35,13343.72,1304.73,10,0,28,0,6463.73,14,8363.3,0.1877,0.2202,1
64,75425.75,1977.14,2114.13,1,3,20,0,5039.77,17,0.0,0.0262,0.3363,1
25,69184.72,11745.17,457.07,1,3,2,0,26799.34,20,5090.65,0.1698,0.0793,0
59,57272.29,21589.58,2312.7,1,2,20,0,20927.55,9,13323.39,0.377,0.4846,1
24,47785.06,15346.09,2156.61,2,2,15,0,27732.09,20,1066.64,0.3211,0.5416,0
26,53275.14,17291.92,2897.46,5,0,9,0,37928.62,25,843.49,0.3246,0.6526,1
52,99129.3,15510.58,1599.69,0,0,22,0,21310.87,2,4899.91,0.1565,0.1936,1
50,38353.34,0.0,3059.87,10,1,6,0,10567.76,0,1498.61,0.0,0.9573,0
55,42018.92,26382.1,2423.71,1,3,24,0,23112.45,20,79.66,0.6278,0.6922,1
60,40921.28,0.0,1978.57,9,1,23,0,42790.06,10,0.0,0.0,0.5802,1
36,63393.85,20538.44,3453.36,14,0,19,0,20535.19,15,13896.63,0.324,0.6537,0
33,21882.36,22386.85,2076.17,1,2,14,0,52273.85,34,1837.52,1.023,1.1385,0
62,26161.0,12361.88,1585.31,13,1,20,0,33277.02,20,19739.03,0.4725,0.7271,1
50,53476.13,19241.07,2099.07,11,1,20,0,31848.18,10,29409.58,0.3598,0.471,1
39,27805.61,11674.37,1568.82,0,0,9,0,11819.29,30,8534.57,0.4198,0.677,1
37,29843.22,19385.94,2298.92,2,2,11,0,18121.9,0,28153.61,0.6496,0.9244,1
39,27993.29,26915.07,3056.55,9,0,17,0,27834.86,31,14881.0,0.9614,1.3102,1
48,38834.71,5494.48,1993.6,6,0,27,0,19554.29,2,11459.73,0.1415,0.616,0
46,78281.16,23087.58,2072.11,14,0,22,0,38915.13,31,9441.23,0.2949,0.3176,1
57,83892.7,35308.78,2638.26,12,1,22,0,23199.92,4,0.0,0.4209,0.3774,0
46,107975.02,18174.78,2949.79,0,2,8,0,11152.85,11,5946.87,0.1683,0.3278,1
43,107059.05,8962.75,1637.89,6,3,28,0,25294.27,13,0.0,0.0837,0.1836,1
29,79657.82,42158.79,2137.87,4,0,8,0,15183.44,8,17877.19,0.5292,0.3221,1
32,85691.94,16064.47,2641.81,8,0,3,0,30880.08,6,25418.45,0.1875,0.3699,1
21,63277.55,17778.36,2263.96,1,1,4,1,12928.96,15,11931.06,0.281,0.4293,0
21,72996.62,18028.49,510.33,0,1,6,0,48483.46,27,12266.86,0.247,0.0839,1
54,108590.08,20374.36,2786.18,8,0,25,0,1000.0,6,18662.7,0.1876,0.3079,1
52,69280.32,10933.5,2418.31,7,1,6,0,15885.91,13,11066.51,0.1578,0.4189,1
45,88830.96,17279.89,2475.16,9,3,10,0,23656.56,31,20827.37,0.1945,0.3344,1
60,36641.21,26426.2,1046.28,5,1,9,0,13683.99,7,31284.36,0.7212,0.3426,1
21,43344.03,10519.19,2121.91,14,1,10,0,1000.0,26,22998.19,0.2427,0.5874,1
36,67801.74,9960.07,2674.68,4,0,23,0,50037.94,2,4395.91,0.1469,0.4734,0
59,63748.29,11494.99,1295.54,7,2,23,0,32477.5,26,17555.18,0.1803,0.2439,1
25,44501.65,1826.73,1503.56,7,3,17,0,2730.38,29,3989.8,0.041,0.4054,1
42,120184.44,6805.93,2688.38,13,3,11,1,4881.37,33,8011.63,0.0566,0.2684,1
49,64314.85,6317.04,1466.32,4,1,24,0,1000.0,25,24793.51,0.0982,0.2736,1
23,48931.87,14993.73,1833.19,11,0,15,0,19374.98,21,1026.43,0.3064,0.4496,0
32,63790.47,25033.75,1172.31,6,0,26,0,43596.23,31,6432.95,0.3924,0.2205,1
46,60635.67,32444.57,3455.95,12,2,3,0,17161.5,1,20281.67,0.5351,0.6839,0
36,64695.06,15686.26,2416.5,12,2,16,0,14666.76,7,2286.82,0.2425,0.4482,1
57,20157.07,20477.64,1795.68,0,2,16,1,36040.56,6,0.0,1.0159,1.069,0
42,92298.67,17920.73,1646.1,3,0,20,0,26343.58,18,0.0,0.1942,0.214,1
49,93720.74,0.0,1017.31,1,2,22,0,20672.12,32,4521.39,0.0,0.1303,1
34,96758.02,1225.31,1911.92,9,0,4,1,32582.06,1,9649.88,0.0127,0.2371,0
48,68135.79,24135.17,2532.05,2,2,12,0,1000.0,2,7268.66,0.3542,0.4459,1
25,76562.03,25301.82,1352.15,11,4,2,0,28653.95,27,5393.08,0.3305,0.2119,1
50,38344.33,25027.3,2084.43,0,2,26,0,40836.56,13,10692.27,0.6527,0.6523,1
25,80822.48,12866.26,1706.09,10,0,22,0,3037.8,14,5528.15,0.1592,0.2533,1
32,66294.69,0.0,3104.09,10,2,16,0,16020.95,20,3733.0,0.0,0.5619,0
36,48489.83,2657.7,1490.64,1,0,10,0,1000.0,13,12068.71,0.0548,0.3689,1
46,81618.62,4493.91,2621.72,12,1,0,0,15111.79,17,11036.03,0.0551,0.3855,1
46,82586.23,22545.22,3115.22,0,1,27,0,11933.52,19,19143.29,0.273,0.4526,1
41,61515.22,10711.55,1698.3,7,4,17,0,47207.14,0,28171.59,0.1741,0.3313,1
59,70959.56,35284.81,1529.14,3,0,16,0,14693.5,8,0.0,0.4972,0.2586,1
56,34207.07,32611.66,2738.16,2,2,8,0,26054.04,8,14673.16,0.9533,0.9605,0
53,91079.59,35084.38,575.02,0,2,19,0,41776.38,28,11431.1,0.3852,0.0758,1
50,37529.67,4001.84,2344.48,1,2,6,0,1000.0,14,21504.05,0.1066,0.7496,0
57,42364.36,20890.69,739.74,2,0,4,0,23523.85,19,5434.36,0.4931,0.2095,1
43,61557.89,9269.71,2977.93,2,1,29,0,5008.9,29,6606.94,0.1506,0.5805,1
30,87862.91,18934.46,1798.32,5,2,15,0,5364.46,25,0.0,0.2155,0.2456,1
25,87848.72,5332.64,1927.38,9,1,6,0,8686.14,5,19226.23,0.0607,0.2633,1
56,59879.38,29713.88,1420.6,7,0,12,0,14167.44,16,11224.02,0.4962,0.2847,1
54,79325.33,5556.82,733.83,5,1,12,0,6087.11,5,20137.21,0.0701,0.111,1
51,17773.54,0.0,3012.69,1,2,14,0,15327.9,27,6122.83,0.0,2.0339,0
30,42017.0,39405.37,1863.15,1,1,22,0,36030.03,8,3953.56,0.9378,0.5321,0
39,42526.24,20309.96,4567.01,13,0,16,0,28794.94,26,16544.94,0.4776,1.2887,1
52,91305.32,2170.48,1351.85,6,2,16,0,62286.16,34,6952.74,0.0238,0.1777,0
21,76366.35,13052.75,1482.64,0,1,26,1,24299.22,5,15681.31,0.1709,0.233,1
25,64616.32,8077.71,1282.2,0,0,18,0,30500.34,3,14597.94,0.125,0.2381,1
24,67043.38,15068.9,1859.07,6,0,9,0,40362.59,15,10962.08,0.2248,0.3327,1
36,99208.48,24633.37,3260.17,8,2,1,0,3759.97,22,4532.14,0.2483,0.3943,1
44,55745.51,22749.35,2808.11,4,2,13,0,40018.99,22,13219.72,0.4081,0.6045,1
36,27148.32,18044.75,796.36,10,0,22,0,6795.72,28,3170.63,0.6646,0.352,0
22,87179.88,15063.04,2963.3,0,2,2,0,27892.0,3,10879.63,0.1728,0.4079,0
48,64545.98,27944.05,2546.23,4,1,6,0,35207.29,23,25145.23,0.4329,0.4734,1
52,83841.79,0.0,2385.11,10,2,24,0,1000.0,5,21160.71,0.0,0.3414,1
47,58880.88,6012.81,1452.61,0,1,27,0,15266.49,5,5425.31,0.1021,0.296,1
40,39032.76,3256.05,1512.07,9,0,10,1,19728.9,13,12453.7,0.0834,0.4649,0
44,70070.54,27075.09,2109.65,14,0,16,0,3960.02,13,5171.79,0.3864,0.3613,1
32,60254.38,6130.89,1557.47,11,2,14,0,25754.8,34,12535.68,0.1017,0.3102,1
55,64623.56,0.0,3050.11,8,2,18,0,46195.35,5,1750.12,0.0,0.5664,0
53,100414.26,21591.93,1523.24,3,0,28,0,6198.55,22,4098.29,0.215,0.182,1
53,32532.44,4095.03,442.59,8,0,10,0,38550.59,19,26864.02,0.1259,0.1632,0
63,67147.97,10791.28,958.83,1,0,14,0,28124.61,16,11194.07,0.1607,0.1714,1
57,39525.08,43573.73,1009.63,6,3,14,0,1000.0,19,5956.85,1.1024,0.3065,0
32,12000.0,24445.66,1789.32,14,1,5,0,14499.69,5,0.0,2.037,1.7892,0
23,58775.87,12467.51,2172.85,11,0,14,0,24637.72,27,11508.53,0.2121,0.4436,1
21,60775.57,13546.46,2043.04,12,1,28,0,44555.07,12,29672.78,0.2229,0.4034,1
53,75588.05,25889.85,2368.73,1,3,8,0,32771.23,28,4866.72,0.3425,0.376,0
60,54561.48,22954.45,1798.18,11,0,4,0,10455.4,19,6540.69,0.4207,0.3955,0
30,22774.99,15907.19,1826.47,3,2,18,0,26678.44,16,10430.54,0.6984,0.9623,0
63,39439.21,16242.72,3401.49,5,0,23,0,1000.0,34,4302.39,0.4118,1.0349,1
64,92923.97,0.0,2964.29,13,0,28,0,34293.13,22,29876.51,0.0,0.3828,1
49,39084.3,0.0,2326.64,1,4,29,0,9258.67,17,18824.33,0.0,0.7143,1
33,99580.64,12878.13,2733.34,1,0,27,1,4911.32,19,16264.5,0.1293,0.3294,1
32,86249.61,7400.58,459.03,1,1,4,0,16030.45,6,29028.93,0.0858,0.0639,1
51,52055.48,22032.95,1341.97,2,1,21,0,2065.82,0,25350.08,0.4233,0.3093,1
22,41773.02,17366.16,1654.24,4,0,12,0,17799.83,34,10707.18,0.4157,0.4752,1
55,86197.82,5726.71,1351.39,8,1,17,0,36553.96,2,7487.8,0.0664,0.1881,0
43,53977.22,16958.38,763.41,5,1,19,0,1000.0,34,7397.38,0.3142,0.1697,1
37,21358.75,9981.21,2336.44,14,0,16,0,19668.6,28,5121.66,0.4673,1.3126,0
46,74057.92,39799.22,3108.6,14,1,14,0,18389.89,8,8028.68,0.5374,0.5037,1
28,70431.59,19634.91,1989.75,11,1,13,0,28537.98,24,5395.32,0.2788,0.339,1
49,88442.66,0.0,2518.55,13,1,28,0,17961.16,11,0.0,0.0,0.3417,0
46,68739.87,36846.18,1965.97,8,0,15,0,35085.57,6,0.0,0.536,0.3432,0
30,46271.33,7402.21,1646.69,9,1,3,0,41278.4,6,19410.96,0.16,0.427,0
46,91741.97,3303.16,2735.36,14,3,16,0,36295.39,3,0.0,0.036,0.3578,0
54,94174.76,40724.24,857.45,13,1,19,0,9850.85,30,13194.05,0.4324,0.1093,1
61,65830.15,19150.04,509.28,12,1,13,0,49921.25,9,18719.32,0.2909,0.0928,1
27,61508.05,23409.19,846.16,4,1,17,0,3564.66,22,13960.48,0.3806,0.1651,1
24,26918.22,23796.72,2682.87,10,4,5,0,31601.91,25,8667.77,0.884,1.196,0
31,44811.84,12528.12,2069.77,5,1,21,0,38172.39,22,11949.31,0.2796,0.5542,1
49,79019.24,8131.14,2301.23,9,0,7,0,52115.8,28,6085.77,0.1029,0.3495,0
56,46067.99,10088.91,3341.54,11,0,8,0,36036.89,7,9165.98,0.219,0.8704,0
45,23579.05,34306.4,1069.33,7,5,23,0,9553.07,18,7167.15,1.4549,0.5442,0
41,147396.94,17445.45,2963.34,2,3,0,0,34697.3,28,3816.22,0.1184,0.2413,0
56,23414.85,30754.98,1682.94,1,0,12,0,18917.6,5,20703.75,1.3134,0.8625,1
30,116418.78,14082.66,1561.31,2,1,2,0,37483.36,28,17841.36,0.121,0.1609,1
57,52314.41,5935.4,2064.98,13,1,5,0,23841.48,23,8651.18,0.1135,0.4737,0
29,57885.93,0.0,2190.19,8,1,16,0,42380.11,9,10428.46,0.0,0.454,0
44,43193.04,22776.04,1831.57,14,1,7,0,21377.49,13,3280.48,0.5273,0.5088,0
55,79570.93,35329.18,2488.25,5,0,29,0,35043.09,5,13244.02,0.444,0.3752,1
55,24005.64,4368.32,2068.19,9,1,5,0,11684.56,3,9064.43,0.182,1.0338,0
56,13991.77,21160.47,1840.53,11,1,15,0,38698.7,14,7029.01,1.5122,1.5784,0
38,100254.29,0.0,1666.97,3,2,0,1,1000.0,27,12308.8,0.0,0.1995,1
59,39900.69,8331.64,2190.68,9,1,9,1,31543.17,1,10763.14,0.2088,0.6588,0
52,78652.2,18215.24,914.67,2,1,17,0,26480.27,12,2382.37,0.2316,0.1396,1
44,32863.6,0.0,1140.43,12,0,21,1,23232.73,1,18095.83,0.0,0.4164,0
43,77710.53,14783.72,1706.04,1,2,25,1,1000.0,31,18867.02,0.1902,0.2634,1
52,102088.66,4959.59,2435.9,14,2,13,0,13560.55,4,3872.19,0.0486,0.2863,0
57,46821.97,22257.11,3714.28,13,1,23,0,39038.12,2,38735.06,0.4753,0.9519,1
32,12000.0,13015.19,1872.54,3,2,4,0,8346.1,1,1496.26,1.0845,1.8724,0
33,102219.85,26273.27,580.61,8,3,16,0,1000.0,13,15542.15,0.257,0.0682,1
43,83156.11,11644.82,1367.8,3,2,13,0,4852.75,28,15063.66,0.14,0.1974,1
45,48160.72,0.0,2527.11,12,3,25,0,38830.49,5,16482.52,0.0,0.6297,1
55,54551.2,0.0,1223.77,11,3,17,0,27863.83,33,25383.11,0.0,0.2692,1
61,32233.7,0.0,955.4,4,1,3,0,42321.94,7,7534.66,0.0,0.3557,0
50,95506.42,22595.49,2522.94,14,0,19,0,31431.8,1,10381.84,0.2366,0.317,1
37,46632.11,45692.77,2371.9,7,2,22,0,7969.11,25,13822.57,0.9798,0.6104,1
40,24532.29,20222.86,821.97,1,1,1,0,48376.1,16,0.0,0.8243,0.4021,0
45,65341.15,35064.56,1284.01,11,0,6,0,11838.72,23,11220.35,0.5366,0.2358,1
42,38499.67,28602.88,2995.74,10,0,6,0,8580.86,30,13607.18,0.7429,0.9337,1
33,34249.64,8779.97,2682.28,13,1,6,0,24758.72,15,3623.3,0.2563,0.9398,0
39,49247.52,30183.79,1042.1,2,0,12,0,27208.33,20,29648.65,0.6129,0.2539,1
56,62158.88,9257.1,408.89,5,1,18,0,33504.4,25,12355.99,0.1489,0.0789,1
32,25472.26,9495.51,2214.81,11,3,21,0,15888.76,16,3366.46,0.3728,1.0434,0
61,94628.72,12496.89,1763.15,6,2,27,0,42084.37,3,4853.48,0.1321,0.2236,1
39,76928.99,13065.62,2145.39,3,0,5,0,11163.65,3,2883.31,0.1698,0.3347,1
32,50865.93,22936.43,2507.73,13,1,19,0,4495.1,18,3187.98,0.4509,0.5916,1
29,37416.41,6949.36,1234.98,14,2,16,0,1000.0,24,13040.0,0.1857,0.3961,1
27,57769.36,25669.23,1654.28,0,0,24,0,17436.5,7,13856.36,0.4443,0.3436,1
48,82485.88,25496.93,1280.75,6,2,17,0,33444.64,17,14057.24,0.3091,0.1863,1
34,78614.6,19115.56,1309.41,11,2,24,0,31641.1,17,16093.26,0.2432,0.1999,1
51,86462.61,38275.34,2451.81,8,0,23,0,25536.41,6,13804.44,0.4427,0.3403,1
39,47990.56,30448.71,2115.25,0,0,0,0,13691.68,16,29592.27,0.6345,0.5289,1
36,12000.0,27836.75,749.65,13,2,26,0,39450.53,2,18151.11,2.3195,0.7496,0
25,91195.28,15793.84,2580.08,0,1,22,0,21963.53,21,691.69,0.1732,0.3395,1
55,55820.1,19221.19,1719.94,0,2,12,0,26637.13,14,10309.1,0.3443,0.3697,0
32,76654.15,21285.69,2616.93,9,0,25,0,3144.75,30,0.0,0.2777,0.4097,1
45,101730.72,15158.9,1188.21,6,0,18,0,1000.0,25,10197.78,0.149,0.1402,1
41,120860.22,10493.17,1259.45,10,1,15,0,33660.91,13,0.0,0.0868,0.125,1
56,43754.46,0.0,2201.37,8,2,9,0,58500.16,16,7896.73,0.0,0.6037,0
43,63349.0,23613.18,1122.83,2,1,12,0,27386.85,8,9029.23,0.3727,0.2127,1
36,94170.91,27497.37,1780.1,7,0,9,0,33747.6,6,0.0,0.292,0.2268,0
59,38893.02,1066.57,1031.94,8,1,29,0,33424.86,26,10141.06,0.0274,0.3184,1
62,45447.21,22262.02,1686.9,2,2,29,0,21845.67,27,6640.31,0.4898,0.4454,1
59,45299.04,7901.68,1974.52,11,1,13,0,1000.0,11,155.02,0.1744,0.5231,0
34,59297.74,10601.65,2012.21,11,1,8,0,31761.17,16,18304.18,0.1788,0.4072,1
51,54496.91,30729.13,1708.2,2,0,20,0,43680.84,8,6872.27,0.5639,0.3761,1
25,45155.12,3112.39,2266.68,14,2,10,0,28928.78,7,20131.84,0.0689,0.6024,0
55,35856.06,3094.23,2118.24,0,1,2,1,17669.64,26,11847.02,0.0863,0.7089,1
43,80298.51,36658.01,1928.51,1,3,7,0,27448.35,11,6482.83,0.4565,0.2882,0
49,93445.78,13253.32,1499.32,6,0,11,0,20221.71,19,1294.83,0.1418,0.1925,1
63,97067.87,29958.55,2854.59,2,0,2,0,40933.28,0,0.0,0.3086,0.3529,1
31,47973.16,0.0,2309.03,6,1,6,0,24557.61,8,11684.8,0.0,0.5776,1
38,81343.12,0.0,1171.11,4,1,13,0,32231.62,23,13280.49,0.0,0.1728,1
32,65908.15,4044.67,2519.11,9,1,6,0,38407.31,33,2440.25,0.0614,0.4587,0
29,45733.22,9222.47,2700.39,7,2,6,0,32308.02,3,0.0,0.2017,0.7085,0
30,78355.46,0.0,1934.75,4,1,13,0,22435.54,28,16293.34,0.0,0.2963,1
64,44584.87,19431.56,1987.93,2,1,11,0,1000.0,22,16693.39,0.4358,0.535,1
37,50595.58,20215.13,352.9,8,2,0,0,28104.09,34,2558.57,0.3995,0.0837,0
